date,region,product,quantity,price
2026-04-01,Latin America,Industrial Machinery,185,5093.9
2026-04-01,Middle East,Electronics,172,829.76
2026-04-02,North America,Industrial Machinery,186,4529.54
2026-04-02,Europe,Agricultural Produce,175,135.88
2026-04-02,Asia Pacific,Electronics,162,762.42
2026-04-02,Asia Pacific,Agricultural Produce,169,161.85
2026-04-02,Asia Pacific,Textiles,173,341.66
2026-04-02,Latin America,Agricultural Produce,163,152.64
2026-04-02,Middle East,Chemicals,184,1267.34
2026-04-03,North America,Industrial Machinery,186,4584.81
2026-04-03,Europe,Industrial Machinery,190,5308.86
2026-04-03,Europe,Textiles,178,365.11
2026-04-03,Europe,Agricultural Produce,168,137.81
2026-04-03,Asia Pacific,Electronics,186,859.96
2026-04-03,Asia Pacific,Agricultural Produce,178,138.06
2026-04-03,Asia Pacific,Chemicals,176,1211.53
2026-04-03,Latin America,Chemicals,193,1117.56
2026-04-03,Latin America,Electronics,188,816.74
2026-04-03,Middle East,Textiles,180,315.02
2026-04-03,Middle East,Industrial Machinery,189,4546.39
2026-04-03,Middle East,Agricultural Produce,167,135.35
2026-04-04,North America,Industrial Machinery,117,5392.54
2026-04-04,North America,Agricultural Produce,136,151.48
2026-04-04,North America,Chemicals,119,1273.03
2026-04-04,Europe,Agricultural Produce,114,137.74
2026-04-04,Europe,Electronics,138,786.05
2026-04-04,Europe,Chemicals,116,1142.22
2026-04-04,Asia Pacific,Textiles,138,325.98
2026-04-04,Asia Pacific,Electronics,125,746.34
2026-04-04,Latin America,Chemicals,141,1211.55
2026-04-04,Latin America,Textiles,121,372.99
2026-04-04,Middle East,Agricultural Produce,130,146.16
2026-04-04,Middle East,Industrial Machinery,119,5387.56
2026-04-04,Middle East,Chemicals,132,1135.09
2026-04-05,North America,Electronics,135,867.6
2026-04-05,North America,Chemicals,126,1152.94
2026-04-05,North America,Agricultural Produce,123,146.31
2026-04-05,Europe,Agricultural Produce,128,159.73
2026-04-05,Asia Pacific,Textiles,126,332.18
2026-04-05,Asia Pacific,Chemicals,138,1165.99
2026-04-05,Asia Pacific,Industrial Machinery,115,4508.64
2026-04-05,Latin America,Agricultural Produce,136,144.88
2026-04-05,Middle East,Chemicals,135,1200.49
2026-04-05,Middle East,Industrial Machinery,131,5140.64
2026-04-05,Middle East,Agricultural Produce,125,164.89
2026-04-06,North America,Electronics,178,766.03
2026-04-06,Europe,Industrial Machinery,187,5439.67
2026-04-06,Asia Pacific,Electronics,186,853.04
2026-04-06,Latin America,Chemicals,170,1229.2
2026-04-06,Latin America,Agricultural Produce,171,138.98
2026-04-06,Latin America,Electronics,168,788.87
2026-04-06,Middle East,Chemicals,164,1269.72
2026-04-06,Middle East,Industrial Machinery,192,5115.02
2026-04-07,North America,Textiles,175,330.29
2026-04-07,North America,Industrial Machinery,177,4866.97
2026-04-07,Europe,Textiles,170,381.4
2026-04-07,Europe,Industrial Machinery,193,4839.22
2026-04-07,Asia Pacific,Industrial Machinery,178,4748.19
2026-04-07,Asia Pacific,Chemicals,181,1276.22
2026-04-07,Asia Pacific,Electronics,170,808.41
2026-04-07,Latin America,Industrial Machinery,168,4524.33
2026-04-07,Latin America,Agricultural Produce,170,151.22
2026-04-07,Latin America,Electronics,180,743.13
2026-04-07,Middle East,Chemicals,189,1230.59
2026-04-08,North America,Electronics,186,822.18
2026-04-08,North America,Industrial Machinery,171,4955.44
2026-04-08,Europe,Electronics,185,748.88
2026-04-08,Asia Pacific,Agricultural Produce,177,149.01
2026-04-08,Latin America,Industrial Machinery,166,4653.94
2026-04-08,Middle East,Industrial Machinery,190,4504.86
2026-04-08,Middle East,Electronics,188,827.14
2026-04-08,Middle East,Chemicals,187,1083.53
2026-04-09,North America,Industrial Machinery,175,5354.68
2026-04-09,North America,Chemicals,179,1225.91
2026-04-09,Europe,Chemicals,192,1237.87
2026-04-09,Asia Pacific,Chemicals,173,1168.66
2026-04-09,Asia Pacific,Agricultural Produce,191,147.74
2026-04-09,Asia Pacific,Textiles,188,342.35
2026-04-09,Latin America,Electronics,185,761.11
2026-04-09,Middle East,Industrial Machinery,190,5266.96
2026-04-10,North America,Electronics,186,859.27
2026-04-10,North America,Textiles,175,327.16
2026-04-10,North America,Industrial Machinery,169,5421.61
2026-04-10,Europe,Agricultural Produce,167,151.77
2026-04-10,Europe,Electronics,175,865.44
2026-04-10,Asia Pacific,Textiles,166,325.74
2026-04-10,Latin America,Chemicals,184,1185.7
2026-04-10,Latin America,Industrial Machinery,183,5474.37
2026-04-10,Latin America,Textiles,184,344.92
2026-04-10,Middle East,Industrial Machinery,167,5143.18
2026-04-11,North America,Chemicals,125,1242.1
2026-04-11,North America,Electronics,128,862.52
2026-04-11,North America,Agricultural Produce,128,154.56
2026-04-11,Europe,Agricultural Produce,142,164.32
2026-04-11,Europe,Chemicals,147,1311.14
2026-04-11,Asia Pacific,Industrial Machinery,118,5168.33
2026-04-11,Asia Pacific,Textiles,120,362.96
2026-04-11,Asia Pacific,Agricultural Produce,118,137.48
2026-04-11,Latin America,Electronics,137,755.83
2026-04-11,Latin America,Chemicals,121,1179.37
2026-04-11,Latin America,Textiles,143,352.81
2026-04-11,Middle East,Agricultural Produce,140,143.93
2026-04-11,Middle East,Textiles,141,340.01
2026-04-11,Middle East,Chemicals,131,1087.55
2026-04-12,North America,Electronics,144,787.51
2026-04-12,North America,Industrial Machinery,117,4787.03
2026-04-12,North America,Agricultural Produce,143,150.2
2026-04-12,Europe,Electronics,133,775.23
2026-04-12,Europe,Textiles,137,366.32
2026-04-12,Europe,Chemicals,143,1291.94
2026-04-12,Asia Pacific,Textiles,122,321.41
2026-04-12,Asia Pacific,Electronics,139,826.35
2026-04-12,Latin America,Electronics,147,773.77
2026-04-12,Latin America,Industrial Machinery,130,4539.98
2026-04-12,Latin America,Agricultural Produce,137,138.16
2026-04-12,Middle East,Chemicals,146,1082.37
2026-04-12,Middle East,Textiles,134,358.37
2026-04-12,Middle East,Industrial Machinery,121,4869.37
2026-04-13,North America,Chemicals,194,1110.05
2026-04-13,North America,Industrial Machinery,193,5355.64
2026-04-13,North America,Electronics,195,877.07
2026-04-13,Europe,Textiles,169,357.19
2026-04-13,Europe,Industrial Machinery,198,4682.12
2026-04-13,Asia Pacific,Industrial Machinery,171,4730.11
2026-04-13,Asia Pacific,Textiles,191,350.11
2026-04-13,Asia Pacific,Electronics,198,782.64
2026-04-13,Latin America,Agricultural Produce,168,164.41
2026-04-13,Latin America,Industrial Machinery,171,4889.04
2026-04-13,Latin America,Electronics,196,837.48
2026-04-13,Middle East,Textiles,181,353.44
2026-04-14,North America,Electronics,172,810.81
2026-04-14,North America,Textiles,191,359.2
2026-04-14,North America,Industrial Machinery,175,4988.47
2026-04-14,Europe,Agricultural Produce,193,153.69
2026-04-14,Europe,Electronics,174,825.99
2026-04-14,Asia Pacific,Electronics,176,841.08
2026-04-14,Asia Pacific,Textiles,180,374.31
2026-04-14,Asia Pacific,Agricultural Produce,176,161.84
2026-04-14,Latin America,Chemicals,171,1208.29
2026-04-14,Latin America,Industrial Machinery,178,4620.71
2026-04-14,Latin America,Agricultural Produce,196,148.38
2026-04-14,Middle East,Textiles,197,328.54
2026-04-15,North America,Agricultural Produce,183,160.57
2026-04-15,North America,Textiles,199,365.03
2026-04-15,Europe,Textiles,170,361.53
2026-04-15,Europe,Agricultural Produce,192,142.13
2026-04-15,Asia Pacific,Industrial Machinery,177,4679.89
2026-04-15,Asia Pacific,Chemicals,172,1257.76
2026-04-15,Latin America,Textiles,179,365.3
2026-04-15,Latin America,Industrial Machinery,172,5466.28
2026-04-15,Middle East,Agricultural Produce,173,138.05
2026-04-15,Middle East,Industrial Machinery,177,4585.67
2026-04-15,Middle East,Chemicals,194,1302.13
2026-04-16,North America,Textiles,186,321.09
2026-04-16,North America,Chemicals,186,1126.91
2026-04-16,North America,Industrial Machinery,198,5487.61
2026-04-16,Europe,Industrial Machinery,178,5443.63
2026-04-16,Europe,Chemicals,176,1193.42
2026-04-16,Europe,Textiles,195,380.08
2026-04-16,Asia Pacific,Industrial Machinery,185,5211.28
2026-04-16,Asia Pacific,Agricultural Produce,179,142.57
2026-04-16,Latin America,Textiles,192,380.61
2026-04-16,Middle East,Agricultural Produce,188,162.13
2026-04-16,Middle East,Textiles,198,358.8
2026-04-16,Middle East,Chemicals,179,1261.42
2026-04-17,North America,Agricultural Produce,185,163.01
2026-04-17,Europe,Electronics,175,859.3
2026-04-17,Europe,Industrial Machinery,189,5414.23
2026-04-17,Europe,Chemicals,184,1133.15
2026-04-17,Asia Pacific,Chemicals,176,1118.96
2026-04-17,Asia Pacific,Industrial Machinery,199,5262.82
2026-04-17,Asia Pacific,Electronics,198,761.42
2026-04-17,Latin America,Chemicals,181,1128.97
2026-04-17,Middle East,Industrial Machinery,189,4623.32
2026-04-17,Middle East,Agricultural Produce,184,135.31
2026-04-17,Middle East,Electronics,198,780.78
2026-04-18,North America,Chemicals,131,1099.7
2026-04-18,Europe,Textiles,130,330.31
2026-04-18,Europe,Electronics,124,806.83
2026-04-18,Asia Pacific,Agricultural Produce,129,150.24
2026-04-18,Asia Pacific,Textiles,132,325.58
2026-04-18,Asia Pacific,Industrial Machinery,147,5150.07
2026-04-18,Latin America,Agricultural Produce,147,138.98
2026-04-18,Middle East,Chemicals,148,1280.69
2026-04-18,Middle East,Industrial Machinery,141,4526.37
2026-04-19,North America,Chemicals,123,1146.37
2026-04-19,North America,Industrial Machinery,150,4916.44
2026-04-19,North America,Electronics,151,859.21
2026-04-19,Europe,Industrial Machinery,126,4525.65
2026-04-19,Europe,Agricultural Produce,139,135.55
2026-04-19,Asia Pacific,Industrial Machinery,150,4502.28
2026-04-19,Asia Pacific,Electronics,121,863.05
2026-04-19,Latin America,Agricultural Produce,149,158.42
2026-04-19,Latin America,Electronics,143,851.35
2026-04-19,Middle East,Agricultural Produce,122,141.72
2026-04-19,Middle East,Industrial Machinery,126,5368.47
2026-04-19,Middle East,Electronics,129,764.85
2026-04-20,North America,Industrial Machinery,194,5141.62
2026-04-20,North America,Textiles,182,369.44
2026-04-20,North America,Electronics,196,766.06
2026-04-20,Europe,Electronics,188,729.92
2026-04-20,Europe,Agricultural Produce,191,153.3
2026-04-20,Europe,Textiles,187,351.52
2026-04-20,Asia Pacific,Textiles,173,324.59
2026-04-20,Asia Pacific,Agricultural Produce,183,138.32
2026-04-20,Latin America,Industrial Machinery,200,4570.83
2026-04-20,Latin America,Electronics,199,771.91
2026-04-20,Latin America,Textiles,179,343.71
2026-04-20,Middle East,Agricultural Produce,188,140.59
2026-04-20,Middle East,Chemicals,171,1100.22
2026-04-20,Middle East,Industrial Machinery,183,5254.52
2026-04-21,North America,Electronics,182,840.53
2026-04-21,North America,Agricultural Produce,187,153.89
2026-04-21,Europe,Industrial Machinery,175,5366.39
2026-04-21,Europe,Textiles,175,355.4
2026-04-21,Asia Pacific,Industrial Machinery,195,4583.38
2026-04-21,Asia Pacific,Chemicals,176,1162.43
2026-04-21,Asia Pacific,Agricultural Produce,188,160.82
2026-04-21,Latin America,Chemicals,199,1134.89
2026-04-21,Latin America,Electronics,190,825.51
2026-04-21,Latin America,Industrial Machinery,195,5214.36
2026-04-21,Middle East,Textiles,187,379.46
2026-04-21,Middle East,Electronics,188,748.17
2026-04-22,North America,Industrial Machinery,196,5359.61
2026-04-22,North America,Textiles,191,358.47
2026-04-22,North America,Agricultural Produce,187,149.2
2026-04-22,Europe,Electronics,199,860.46
2026-04-22,Europe,Industrial Machinery,182,4555.53
2026-04-22,Asia Pacific,Chemicals,172,1210.36
2026-04-22,Asia Pacific,Industrial Machinery,185,5020.09
2026-04-22,Latin America,Chemicals,190,1298.03
2026-04-22,Latin America,Electronics,192,733.03
2026-04-22,Middle East,Industrial Machinery,188,5429.29
2026-04-22,Middle East,Textiles,189,348.17
2026-04-23,North America,Agricultural Produce,182,150.63
2026-04-23,North America,Textiles,178,379.68
2026-04-23,North America,Electronics,198,759.41
2026-04-23,Europe,Chemicals,184,1146.38
2026-04-23,Asia Pacific,Industrial Machinery,197,5497.24
2026-04-23,Asia Pacific,Electronics,173,731.1
2026-04-23,Latin America,Textiles,190,366.71
2026-04-23,Latin America,Chemicals,197,1278.82
2026-04-23,Latin America,Agricultural Produce,174,158.87
2026-04-23,Middle East,Electronics,185,863.04
2026-04-23,Middle East,Industrial Machinery,179,5340.0
2026-04-24,North America,Electronics,179,759.18
2026-04-24,North America,Chemicals,196,1235.68
2026-04-24,North America,Textiles,198,334.34
2026-04-24,Europe,Agricultural Produce,191,152.25
2026-04-24,Europe,Textiles,194,335.91
2026-04-24,Asia Pacific,Industrial Machinery,191,5334.93
2026-04-24,Asia Pacific,Textiles,191,360.16
2026-04-24,Asia Pacific,Electronics,202,756.39
2026-04-24,Latin America,Electronics,193,827.8
2026-04-24,Latin America,Textiles,179,349.64
2026-04-24,Latin America,Agricultural Produce,175,141.05
2026-04-24,Middle East,Agricultural Produce,189,156.63
2026-04-24,Middle East,Textiles,177,362.82
2026-04-24,Middle East,Chemicals,186,1240.57
2026-04-25,North America,Textiles,127,340.5
2026-04-25,Europe,Electronics,140,749.05
2026-04-25,Europe,Chemicals,149,1132.66
2026-04-25,Europe,Textiles,146,319.29
2026-04-25,Asia Pacific,Electronics,146,810.02
2026-04-25,Asia Pacific,Textiles,139,320.89
2026-04-25,Asia Pacific,Chemicals,152,1145.25
2026-04-25,Latin America,Agricultural Produce,128,136.1
2026-04-25,Middle East,Chemicals,126,1282.64
2026-04-26,North America,Chemicals,128,1118.34
2026-04-26,North America,Agricultural Produce,130,151.21
2026-04-26,Europe,Chemicals,130,1291.92
2026-04-26,Europe,Textiles,125,344.84
2026-04-26,Asia Pacific,Textiles,141,357.36
2026-04-26,Asia Pacific,Industrial Machinery,150,5171.86
2026-04-26,Asia Pacific,Agricultural Produce,137,146.6
2026-04-26,Latin America,Electronics,133,840.67
2026-04-26,Middle East,Industrial Machinery,126,5074.09
2026-04-26,Middle East,Chemicals,143,1299.0
2026-04-27,North America,Industrial Machinery,176,5026.71
2026-04-27,North America,Chemicals,180,1230.97
2026-04-27,Europe,Agricultural Produce,194,154.58
2026-04-27,Europe,Textiles,177,352.81
2026-04-27,Europe,Industrial Machinery,196,5323.5
2026-04-27,Asia Pacific,Chemicals,180,1305.18
2026-04-27,Asia Pacific,Industrial Machinery,180,4873.92
2026-04-27,Latin America,Chemicals,182,1279.29
2026-04-27,Latin America,Textiles,177,339.66
2026-04-27,Latin America,Agricultural Produce,201,140.36
2026-04-27,Middle East,Textiles,186,328.02
2026-04-28,North America,Chemicals,189,1271.34
2026-04-28,North America,Electronics,198,743.71
2026-04-28,Europe,Industrial Machinery,187,5372.58
2026-04-28,Europe,Agricultural Produce,176,155.35
2026-04-28,Europe,Electronics,193,847.76
2026-04-28,Asia Pacific,Industrial Machinery,201,4635.02
2026-04-28,Latin America,Industrial Machinery,183,4775.74
2026-04-28,Latin America,Textiles,179,369.92
2026-04-28,Middle East,Textiles,182,371.81
2026-04-29,North America,Chemicals,197,1281.22
2026-04-29,Europe,Electronics,199,835.73
2026-04-29,Europe,Textiles,181,363.79
2026-04-29,Asia Pacific,Industrial Machinery,204,5305.8
2026-04-29,Asia Pacific,Textiles,206,364.72
2026-04-29,Latin America,Industrial Machinery,189,5381.4
2026-04-29,Middle East,Industrial Machinery,197,5282.93
2026-04-29,Middle East,Textiles,192,348.8
2026-04-30,North America,Electronics,195,800.25
2026-04-30,North America,Industrial Machinery,187,4787.4
2026-04-30,North America,Agricultural Produce,203,155.0
2026-04-30,Europe,Textiles,176,354.95
2026-04-30,Europe,Agricultural Produce,182,164.99
2026-04-30,Asia Pacific,Chemicals,194,1216.14
2026-04-30,Asia Pacific,Textiles,185,348.89
2026-04-30,Latin America,Chemicals,192,1208.19
2026-04-30,Latin America,Electronics,190,737.69
2026-04-30,Middle East,Electronics,179,780.22
2026-04-30,Middle East,Textiles,187,349.54
2026-05-01,North America,Textiles,186,335.13
2026-05-01,North America,Agricultural Produce,207,157.64
2026-05-01,North America,Industrial Machinery,187,5289.88
2026-05-01,Europe,Industrial Machinery,200,5066.21
2026-05-01,Asia Pacific,Industrial Machinery,184,4595.04
2026-05-01,Latin America,Agricultural Produce,196,140.4
2026-05-01,Middle East,Agricultural Produce,201,137.17
2026-05-01,Middle East,Industrial Machinery,194,5236.11
2026-05-01,Middle East,Electronics,205,811.89
2026-05-02,North America,Electronics,137,852.05
2026-05-02,North America,Textiles,151,316.69
2026-05-02,North America,Industrial Machinery,138,5063.34
2026-05-02,Europe,Agricultural Produce,137,138.96
2026-05-02,Europe,Textiles,151,350.3
2026-05-02,Europe,Industrial Machinery,147,5300.32
2026-05-02,Asia Pacific,Chemicals,145,1112.71
2026-05-02,Asia Pacific,Industrial Machinery,140,4518.4
2026-05-02,Asia Pacific,Textiles,140,338.54
2026-05-02,Latin America,Agricultural Produce,127,136.76
2026-05-02,Latin America,Industrial Machinery,143,5297.18
2026-05-02,Middle East,Industrial Machinery,148,5346.59
2026-05-03,North America,Electronics,156,728.42
2026-05-03,Europe,Agricultural Produce,128,153.7
2026-05-03,Europe,Textiles,131,369.36
2026-05-03,Asia Pacific,Industrial Machinery,132,4976.85
2026-05-03,Latin America,Agricultural Produce,147,137.2
2026-05-03,Latin America,Textiles,152,320.58
2026-05-03,Latin America,Electronics,128,804.82
2026-05-03,Middle East,Textiles,132,360.97
2026-05-03,Middle East,Industrial Machinery,152,4516.11
2026-05-03,Middle East,Electronics,152,785.26
2026-05-04,North America,Textiles,185,319.85
2026-05-04,North America,Chemicals,198,1296.49
2026-05-04,North America,Electronics,189,858.54
2026-05-04,Europe,Textiles,203,359.98
2026-05-04,Europe,Chemicals,195,1084.05
2026-05-04,Europe,Electronics,197,767.47
2026-05-04,Asia Pacific,Agricultural Produce,204,160.09
2026-05-04,Asia Pacific,Industrial Machinery,180,4889.28
2026-05-04,Latin America,Industrial Machinery,181,4531.56
2026-05-04,Middle East,Electronics,182,723.71
2026-05-05,North America,Textiles,201,326.32
2026-05-05,Europe,Industrial Machinery,209,5217.95
2026-05-05,Europe,Agricultural Produce,198,149.32
2026-05-05,Europe,Chemicals,191,1201.09
2026-05-05,Asia Pacific,Electronics,179,875.87
2026-05-05,Asia Pacific,Textiles,209,344.79
2026-05-05,Latin America,Textiles,180,336.41
2026-05-05,Middle East,Chemicals,196,1300.37
2026-05-06,North America,Industrial Machinery,184,5057.42
2026-05-06,North America,Textiles,201,322.97
2026-05-06,North America,Agricultural Produce,191,138.47
2026-05-06,Europe,Industrial Machinery,209,5064.53
2026-05-06,Asia Pacific,Textiles,192,362.21
2026-05-06,Latin America,Textiles,189,332.39
2026-05-06,Middle East,Textiles,198,378.51
2026-05-07,North America,Electronics,200,726.59
2026-05-07,North America,Textiles,206,366.37
2026-05-07,Europe,Agricultural Produce,183,135.35
2026-05-07,Europe,Textiles,203,320.73
2026-05-07,Asia Pacific,Chemicals,199,1281.59
2026-05-07,Asia Pacific,Textiles,183,367.95
2026-05-07,Asia Pacific,Agricultural Produce,195,159.9
2026-05-07,Latin America,Agricultural Produce,204,139.67
2026-05-07,Latin America,Industrial Machinery,183,4769.36
2026-05-07,Middle East,Textiles,198,359.06
2026-05-07,Middle East,Agricultural Produce,197,154.52
2026-05-08,North America,Industrial Machinery,188,4626.65
2026-05-08,North America,Textiles,192,355.89
2026-05-08,North America,Chemicals,181,1175.38
2026-05-08,Europe,Textiles,202,347.24
2026-05-08,Asia Pacific,Chemicals,205,1304.2
2026-05-08,Asia Pacific,Industrial Machinery,186,5424.99
2026-05-08,Latin America,Industrial Machinery,200,5436.06
2026-05-08,Latin America,Textiles,183,366.64
2026-05-08,Middle East,Electronics,186,869.83
2026-05-09,North America,Textiles,153,354.83
2026-05-09,North America,Chemicals,158,1298.6
2026-05-09,Europe,Textiles,161,316.33
2026-05-09,Asia Pacific,Chemicals,159,1125.26
2026-05-09,Asia Pacific,Agricultural Produce,132,160.33
2026-05-09,Latin America,Industrial Machinery,149,5143.97
2026-05-09,Middle East,Agricultural Produce,145,146.78
2026-05-09,Middle East,Electronics,157,790.65
2026-05-09,Middle East,Industrial Machinery,145,4784.21
2026-05-10,North America,Textiles,150,328.89
2026-05-10,Europe,Textiles,144,351.26
2026-05-10,Europe,Agricultural Produce,160,148.1
2026-05-10,Europe,Chemicals,135,1231.26
2026-05-10,Asia Pacific,Agricultural Produce,139,139.26
2026-05-10,Latin America,Agricultural Produce,136,154.87
2026-05-10,Middle East,Agricultural Produce,144,146.84
2026-05-10,Middle East,Electronics,159,804.1
2026-05-11,North America,Chemicals,184,1176.23
2026-05-11,Europe,Electronics,201,877.69
2026-05-11,Europe,Agricultural Produce,202,143.28
2026-05-11,Europe,Industrial Machinery,194,4912.61
2026-05-11,Asia Pacific,Agricultural Produce,198,138.99
2026-05-11,Latin America,Industrial Machinery,200,5225.75
2026-05-11,Middle East,Agricultural Produce,195,135.64
2026-05-11,Middle East,Textiles,198,330.03
2026-05-11,Middle East,Industrial Machinery,200,4632.51
2026-05-12,North America,Industrial Machinery,197,5455.64
2026-05-12,Europe,Textiles,191,334.43
2026-05-12,Europe,Agricultural Produce,193,154.22
2026-05-12,Europe,Chemicals,194,1205.04
2026-05-12,Asia Pacific,Textiles,203,360.52
2026-05-12,Asia Pacific,Chemicals,189,1216.56
2026-05-12,Latin America,Chemicals,192,1234.46
2026-05-12,Latin America,Electronics,197,850.03
2026-05-12,Latin America,Industrial Machinery,189,4831.68
2026-05-12,Middle East,Chemicals,187,1179.35
2026-05-12,Middle East,Industrial Machinery,206,4631.71
2026-05-12,Middle East,Electronics,196,807.43
2026-05-13,North America,Industrial Machinery,201,4914.66
2026-05-13,North America,Textiles,203,373.53
2026-05-13,North America,Chemicals,206,1171.76
2026-05-13,Europe,Textiles,204,362.08
2026-05-13,Asia Pacific,Agricultural Produce,187,142.65
2026-05-13,Latin America,Industrial Machinery,188,5159.13
2026-05-13,Middle East,Chemicals,211,1167.23
2026-05-13,Middle East,Industrial Machinery,183,5496.31
2026-05-14,North America,Industrial Machinery,201,4957.23
2026-05-14,North America,Agricultural Produce,194,147.33
2026-05-14,Europe,Chemicals,211,1147.99
2026-05-14,Europe,Electronics,191,774.72
2026-05-14,Europe,Industrial Machinery,200,4723.91
2026-05-14,Asia Pacific,Textiles,199,318.25
2026-05-14,Asia Pacific,Electronics,209,868.03
2026-05-14,Latin America,Electronics,209,781.94
2026-05-14,Latin America,Agricultural Produce,195,151.43
2026-05-14,Latin America,Chemicals,188,1186.43
2026-05-14,Middle East,Industrial Machinery,193,4916.05
2026-05-15,North America,Electronics,189,777.6
2026-05-15,North America,Agricultural Produce,194,152.38
2026-05-15,North America,Chemicals,208,1139.28
2026-05-15,Europe,Electronics,190,806.73
2026-05-15,Asia Pacific,Agricultural Produce,199,149.84
2026-05-15,Asia Pacific,Electronics,189,878.81
2026-05-15,Latin America,Electronics,191,801.67
2026-05-15,Middle East,Electronics,186,847.4
2026-05-15,Middle East,Agricultural Produce,214,151.05
2026-05-16,North America,Industrial Machinery,150,5103.09
2026-05-16,North America,Chemicals,151,1272.46
2026-05-16,Europe,Industrial Machinery,145,4794.3
2026-05-16,Europe,Agricultural Produce,155,138.56
2026-05-16,Asia Pacific,Industrial Machinery,163,5185.28
2026-05-16,Asia Pacific,Agricultural Produce,164,150.27
2026-05-16,Latin America,Textiles,151,333.67
2026-05-16,Latin America,Agricultural Produce,164,155.36
2026-05-16,Middle East,Industrial Machinery,156,5354.41
2026-05-16,Middle East,Textiles,163,324.89
2026-05-16,Middle East,Electronics,142,763.6
2026-05-17,North America,Electronics,137,858.02
2026-05-17,North America,Industrial Machinery,156,5128.56
2026-05-17,Europe,Industrial Machinery,139,5228.34
2026-05-17,Europe,Agricultural Produce,139,147.86
2026-05-17,Asia Pacific,Textiles,152,333.41
2026-05-17,Asia Pacific,Industrial Machinery,150,4671.05
2026-05-17,Asia Pacific,Agricultural Produce,160,151.03
2026-05-17,Latin America,Electronics,147,797.1
2026-05-17,Latin America,Chemicals,155,1104.29
2026-05-17,Middle East,Industrial Machinery,146,4909.32
2026-05-18,North America,Chemicals,203,1200.84
2026-05-18,North America,Electronics,211,756.44
2026-05-18,North America,Agricultural Produce,189,136.85
2026-05-18,Europe,Agricultural Produce,194,160.85
2026-05-18,Europe,Electronics,207,835.01
2026-05-18,Asia Pacific,Textiles,204,348.18
2026-05-18,Latin America,Textiles,185,370.84
2026-05-18,Middle East,Industrial Machinery,207,5328.76
2026-05-18,Middle East,Textiles,185,345.09
2026-05-19,North America,Agricultural Produce,202,162.04
2026-05-19,Europe,Electronics,204,787.6
2026-05-19,Europe,Textiles,208,352.81
2026-05-19,Europe,Agricultural Produce,188,157.87
2026-05-19,Asia Pacific,Textiles,211,352.25
2026-05-19,Asia Pacific,Chemicals,197,1236.58
2026-05-19,Latin America,Industrial Machinery,202,4999.46
2026-05-19,Middle East,Agricultural Produce,186,135.88
2026-05-19,Middle East,Chemicals,192,1185.83
2026-05-20,North America,Chemicals,205,1122.58
2026-05-20,North America,Textiles,212,369.83
2026-05-20,North America,Industrial Machinery,215,4818.11
2026-05-20,Europe,Industrial Machinery,213,5437.0
2026-05-20,Europe,Electronics,208,748.77
2026-05-20,Europe,Agricultural Produce,208,155.66
2026-05-20,Asia Pacific,Chemicals,212,1290.1
2026-05-20,Latin America,Agricultural Produce,190,138.75
2026-05-20,Latin America,Industrial Machinery,204,4606.58
2026-05-20,Middle East,Industrial Machinery,207,4578.41
2026-05-20,Middle East,Electronics,215,862.84
2026-05-21,North America,Chemicals,195,1276.62
2026-05-21,North America,Industrial Machinery,193,5016.65
2026-05-21,Europe,Chemicals,209,1314.84
2026-05-21,Asia Pacific,Textiles,213,335.38
2026-05-21,Latin America,Textiles,202,321.28
2026-05-21,Latin America,Agricultural Produce,208,140.82
2026-05-21,Middle East,Industrial Machinery,195,5486.83
2026-05-21,Middle East,Agricultural Produce,216,164.95
2026-05-22,North America,Textiles,208,350.36
2026-05-22,North America,Electronics,202,788.89
2026-05-22,North America,Industrial Machinery,190,4920.23
2026-05-22,Europe,Agricultural Produce,213,152.65
2026-05-22,Asia Pacific,Industrial Machinery,190,5262.17
2026-05-22,Asia Pacific,Agricultural Produce,187,145.66
2026-05-22,Latin America,Chemicals,213,1187.36
2026-05-22,Latin America,Electronics,201,786.61
2026-05-22,Middle East,Electronics,200,738.76
2026-05-22,Middle East,Agricultural Produce,202,137.26
2026-05-23,North America,Electronics,165,835.05
2026-05-23,Europe,Chemicals,147,1237.83
2026-05-23,Europe,Agricultural Produce,145,142.68
2026-05-23,Asia Pacific,Textiles,158,377.9
2026-05-23,Asia Pacific,Electronics,143,820.53
2026-05-23,Asia Pacific,Agricultural Produce,141,137.68
2026-05-23,Latin America,Industrial Machinery,149,5158.13
2026-05-23,Latin America,Electronics,166,795.17
2026-05-23,Latin America,Agricultural Produce,140,143.83
2026-05-23,Middle East,Chemicals,141,1274.4
2026-05-23,Middle East,Agricultural Produce,153,162.32
2026-05-23,Middle East,Textiles,156,356.12
2026-05-24,North America,Textiles,145,332.37
2026-05-24,North America,Agricultural Produce,142,146.79
2026-05-24,Europe,Textiles,143,335.19
2026-05-24,Europe,Chemicals,146,1293.92
2026-05-24,Europe,Agricultural Produce,164,164.81
2026-05-24,Asia Pacific,Textiles,159,360.38
2026-05-24,Latin America,Agricultural Produce,153,149.02
2026-05-24,Latin America,Electronics,147,756.1
2026-05-24,Latin America,Industrial Machinery,155,4866.0
2026-05-24,Middle East,Textiles,152,369.57
2026-05-24,Middle East,Electronics,165,737.2
2026-05-25,North America,Electronics,204,869.23
2026-05-25,Europe,Electronics,213,804.02
2026-05-25,Europe,Textiles,205,334.05
